"945050"|40,54648|52,654654
"945051"|40,54648|52,654654
"945052"|40,54648|52,654654
"945053"|40,54648|52,654654
"945054"|40,54648|52,654654
"945055"|40,54648|52,654654
"945056"|40,54648|52,654654
"945057"|40,54648|52,654654
"945058"|40,54648|52,654654
"945059"|40,54648|52,654654
"945060"|40,54648|52,654654
"945061"|40,54648|52,654654
"945062"|40,54648|52,654654
"945063"|40,54648|52,654654
"945064"|40,54648|52,654654
"945065"|40,54648|52,654654
"945066"|40,54648|52,654654
"945067"|40,54648|52,654654
"945068"|40,54648|52,654654
"945069"|40,54648|52,654654
"945070"|40,54648|52,654654
